N,P,K,temperature,humidity,ph,rainfall,label
44,88,84,38.7,54.9,4.567446499,242.4,Rice
84,152,86,15.3,74.7,3.692863601,208,Rice
78,87,9,25.5,49.9,4.371745575,119.2,Rice
70,93,31,34.8,70.2,8.399135958,61.1,Rice
0,139,19,34.9,71.9,8.840656256,182.7,Rice
136,128,57,34.2,57.5,8.153022903,126.7,Rice
96,192,42,32.1,72.2,5.270749441,103.8,Rice
95,170,54,32,46.6,8.050304395,280.5,Rice
33,53,60,31.6,69.5,9.679240873,284.5,Rice
88,135,88,24.3,63.6,6.974978386,129.1,Rice
108,96,44,29.5,50.4,7.39389918,178.5,Rice
180,48,162,29.1,70.2,6.68727523,248.1,Rice
3,40,135,27.8,85.5,7.88118645,76.7,Rice
189,61,5,21.5,51.5,5.875333778,110,Rice
57,167,169,29.1,68.1,8.202706015,57.4,Rice
114,140,117,19.5,80.4,8.985348193,82.6,Rice
173,97,197,23,48.9,5.87707519,146.9,Rice
180,107,145,25.4,50.2,7.707595055,131.2,Rice
47,111,142,31.4,65.4,4.524171562,168.6,Rice
107,173,127,37.4,57.8,9.926212291,68.7,Rice
108,187,31,25.3,78.2,6.455592696,221.7,Rice
11,187,28,21.4,48.5,8.016210782,115.3,Rice
26,188,83,38.9,71.1,3.71105919,105.5,Rice
176,109,40,37.1,59.5,5.49091063,144.4,Rice
110,153,72,34.2,84.1,9.254089438,227.1,Rice
83,78,135,32.1,67.1,6.005242945,293.7,Rice
179,124,78,27.4,42.3,7.437078236,83.3,Rice
61,196,48,34,63.6,3.808429173,264.2,Rice
164,157,50,18.2,79.4,5.818219385,299.6,Rice
64,49,165,15,83.3,4.52363558,256.7,Rice
143,132,200,39.5,80.9,3.510404312,266,Rice
2,200,87,35.3,82.4,6.030447288,161.3,Rice
23,170,89,26.2,46.3,5.498340808,132.6,Rice
88,183,75,29.2,53.2,4.61136408,107.4,Rice
199,42,155,21.3,71.4,5.545219232,296.1,Rice
21,39,80,16.3,89.1,8.292875734,70.7,Rice
17,121,126,21.3,63.7,3.828031463,154.9,Rice
108,86,64,29.4,80.2,8.869532817,138.9,Rice
126,1,186,35.2,78.1,3.793575185,224.3,Rice
168,33,58,25.9,55.1,4.193189124,249.4,Rice
42,38,22,38.5,52.2,7.661537348,260.2,Rice
39,45,12,16.1,66.9,9.392694614,174.1,Rice
30,180,60,19.3,43.1,4.516154055,196.6,Rice
72,66,44,35.1,66.9,5.794289715,58.1,Rice
127,187,70,35.1,53,7.354286985,173.5,Rice
122,121,182,31.8,74.9,5.993513566,71,Rice
121,127,164,27.5,69.2,8.620107545,54.1,Rice
13,192,54,39.8,68.1,9.45949344,169.9,Rice
23,5,98,33.1,89.6,8.0344125,50.6,Rice
24,184,5,16.1,63.4,5.414492777,263.5,Rice
19,33,105,25.8,41.9,6.276004336,240.8,Rice
155,179,14,22.8,52.2,9.160691747,82.3,Rice
125,87,156,25.2,42.2,7.887658711,120.7,Rice
151,172,154,39.2,85.5,8.183844843,108.9,Rice
138,25,9,16.2,72.2,9.072011412,122.9,Rice
179,124,21,29,52.7,7.702287236,162,Rice
188,133,114,21.1,71.8,5.88509677,183.7,Rice
69,174,199,31,85.3,6.16496284,77.7,Rice
69,26,26,34.2,59,3.504752314,161.2,Rice
181,56,27,16.1,60,7.388007483,144.7,Rice
156,200,168,18,56.7,8.340398059,278.5,Rice
109,7,131,30.2,46,8.66077954,282.8,Rice
157,81,55,38.4,64.3,3.558822825,224.6,Rice
176,107,28,36.1,79.7,5.9565851,203,Rice
175,195,3,38.2,85.3,9.416003106,299.8,Rice
167,145,77,38.8,77.4,8.18422855,180.2,Rice
140,17,178,22.7,78,5.131779302,256.8,Rice
28,138,52,33.3,53.2,6.294130313,118,Rice
23,169,128,17.1,75.2,7.991902443,54.5,Rice
149,71,84,36.6,63.2,8.923095695,223.2,Rice
108,118,21,30,78.4,6.878498176,53.3,Rice
35,167,186,30.4,52.5,5.243634849,286.9,Rice
53,103,177,23.8,86.2,7.550090941,265.7,Rice
166,56,83,16.6,73.7,8.709291688,289.9,Rice
148,1,182,25.8,54.7,7.792508068,119.8,Rice
22,23,120,31.1,79.6,8.055908858,194,Rice
172,133,5,32.6,88.6,4.397698806,86,Rice
119,27,74,17.9,82,5.952384957,133.9,Rice
61,48,56,39.3,89.7,8.532078733,241.6,Rice
188,152,149,28.3,46.3,7.224193642,194.9,Rice
148,190,187,27.5,61.5,4.931890506,92.3,Rice
4,118,18,17.4,69.1,4.626212446,122.7,Rice
40,135,17,22.7,56.9,5.026003659,117.5,Rice
155,0,144,17.6,49.3,3.5253661,270.5,Rice
173,198,160,25.8,85.3,8.86979671,168.1,Rice
153,129,19,21.3,47.8,9.406887533,131,Rice
94,43,90,36.9,73.1,5.80428611,146.5,Rice
199,143,121,36.3,43.1,8.35495812,292.2,Rice
33,142,33,35.4,77.7,8.634929739,230,Rice
51,58,158,38.5,71.8,7.699200949,294.4,Rice
112,47,47,24.1,46.2,5.261285926,276.2,Rice
104,131,163,18.1,58.8,9.112771682,223.1,Rice
79,83,28,26.5,66.5,4.605700542,248.7,Rice
162,2,81,33.1,46.9,7.115994051,61.1,Rice
39,147,120,29.8,41.1,7.214078621,297.2,Rice
137,178,112,30.7,43.5,9.93509073,135.7,Rice
99,152,38,27.4,42.3,8.914074888,62.1,Rice
36,18,24,39.5,44.8,8.639586199,246,Rice
45,81,184,32,85.2,8.621514073,113.6,Rice
32,5,144,32.8,51.8,5.838508699,217.3,Rice
151,4,134,17.5,89.2,3.532008668,157.8,Rice
44,32,144,35.3,45.5,7.18530147,214.5,Maize
129,123,39,18.2,40.4,7.034214276,190.8,Maize
183,64,188,29.4,54.6,6.635968698,280.2,Maize
13,35,47,18.5,81.1,6.828187499,245,Maize
174,125,147,30.3,60.7,6.89077995,78,Maize
88,66,61,35.5,45.7,7.165121109,298,Maize
22,96,25,15,49.5,6.935804256,132.8,Maize
146,165,96,16.8,78.2,7.196774236,216.3,Maize
175,63,77,16,88,6.990095452,294.4,Maize
68,199,34,19,68.1,7.064782138,291.2,Maize
89,104,107,18.1,87.4,7.156563094,246.5,Maize
64,89,138,28.9,76.1,6.364967184,286.8,Maize
60,170,137,39.3,49.9,6.428054409,297.4,Maize
36,60,191,37.4,67.4,6.664187809,142.7,Maize
51,45,165,28.9,88.9,6.637677489,214.4,Maize
37,192,47,33.3,42.7,6.79385576,83,Maize
43,91,173,32,84.5,6.852884643,180.3,Maize
64,99,58,30.6,67.1,7.121571293,70.4,Maize
144,21,153,21.9,47.9,6.883308033,183.5,Maize
102,41,154,31.6,74.4,6.421271178,168.5,Maize
162,27,51,24.7,51.3,6.54450214,137.3,Maize
66,24,200,31.1,84.7,6.452006451,254.9,Maize
200,44,45,24.1,46.5,6.489259136,232,Maize
117,168,128,20.7,43.7,6.713410626,223,Maize
100,95,25,37.6,66.5,6.510840928,179.5,Maize
114,164,61,37.8,75.9,6.287380117,184.8,Maize
177,6,10,32.1,69.4,6.86308576,177.1,Maize
94,79,142,25.4,42.3,6.78415271,252.7,Maize
185,66,28,18.5,45.4,6.769415888,57.6,Maize
46,137,10,32.4,89.4,6.320768488,168.8,Maize
182,30,84,39.7,73.2,6.705008504,138.9,Maize
33,49,30,28.4,63.8,6.790736339,133.7,Maize
163,158,77,25.8,64.7,7.130278657,168.9,Maize
29,5,20,32.1,41.6,7.012740397,71.7,Maize
36,49,178,25.1,74.9,7.155685016,262.6,Maize
94,157,118,32.4,84.9,6.991242362,224.1,Maize
44,95,87,19.4,71.4,6.218923893,68.8,Maize
11,156,136,22.6,88.2,7.199495368,201.8,Maize
36,66,107,24.3,58.9,6.389882166,272.3,Maize
101,20,198,28.4,77.9,6.623438282,124.1,Maize
64,171,84,37.5,62.3,7.033012777,236,Maize
67,159,23,15,49.2,6.32400451,280.8,Maize
194,74,159,27.7,45.3,6.397636709,70.8,Maize
10,120,155,23.5,43.5,6.401455706,95.5,Maize
69,83,151,35.1,70.5,6.904587016,262.3,Maize
143,164,75,35.4,60.9,6.478557136,209.9,Maize
128,18,54,31.9,88.7,7.063022095,182.8,Maize
161,105,56,18.9,83.4,6.981758362,213.2,Maize
193,103,33,17,43.5,6.227134139,88.4,Maize
87,161,44,34.7,86.1,6.232836962,141.8,Maize
54,34,28,23.5,90,7.140437859,265,Maize
136,106,56,27.9,59.3,6.459252023,217.7,Maize
34,9,98,17.2,54.1,6.568795404,139.7,Maize
57,44,128,38,71.3,7.12851089,156.2,Maize
145,81,50,37.2,67.6,6.42937879,225.5,Maize
39,117,47,33.4,55.5,6.248900919,69,Maize
178,171,2,37.4,40.1,6.619891498,152.7,Maize
19,8,74,29.5,79.8,6.377568542,79.6,Maize
27,154,157,25.1,41,6.415459592,83.3,Maize
149,128,169,21.4,57,6.320662012,210.3,Maize
96,45,97,27.3,42.6,6.978400282,260,Maize
164,118,187,38.5,78.5,6.442335593,285.6,Maize
141,11,138,30.7,83,7.184398832,112.7,Maize
122,54,165,26.7,50.2,6.402926221,258.3,Maize
150,98,4,24.7,71.3,7.085982325,178.7,Maize
94,11,129,38.2,65.9,6.698574085,132.3,Maize
82,161,106,16.5,54.6,6.594739424,176.4,Maize
46,59,68,31.9,63.3,6.647965508,153.9,Maize
176,100,125,21.7,59.7,7.120032489,226.5,Maize
140,14,145,36.8,41.7,6.91380932,171.9,Maize
188,3,105,39.2,73.1,7.073048264,246.7,Maize
103,117,25,26.3,50.3,6.5304707,250.8,Maize
167,25,89,24,52.8,6.684381357,134,Maize
111,196,6,21.1,77.2,6.581351374,189.7,Maize
194,60,194,39.2,41.5,6.86483915,132.8,Maize
176,175,42,19.9,85.6,6.487124217,247.6,Maize
49,142,42,23.1,79.3,6.605733068,146.9,Maize
34,90,200,23.3,58,6.860602782,178.3,Maize
163,13,5,16.5,65.9,6.41874299,133.1,Maize
169,170,10,30.6,45.9,6.365513634,155.6,Maize
91,121,103,27.4,55.6,6.556372966,152.5,Maize
111,47,124,22.9,57.8,6.760694228,97.2,Maize
190,1,9,20.6,44.7,6.715276663,216.6,Maize
82,46,5,27.4,75,6.666380512,216.7,Maize
15,66,191,35.6,79.4,6.626629798,123.7,Maize
98,115,167,27.2,76.4,6.702772465,135.1,Maize
117,157,189,16.3,49.5,7.011030515,78.2,Maize
59,81,137,15.9,86.7,6.890156495,242.9,Maize
149,89,166,37.7,84.5,6.821747052,154.8,Maize
54,11,126,18.8,75.6,7.183189922,252.4,Maize
56,148,129,35.7,65,6.27258822,107.4,Maize
198,196,10,19.9,63.6,6.679127482,172.2,Maize
133,77,25,30.9,58.7,6.689825155,52,Maize
103,96,147,27,60.2,6.583381939,159.5,Maize
38,0,68,18.1,63.1,6.725551062,252.4,Maize
185,50,49,27.9,80.2,7.069747814,282.4,Maize
147,32,185,28.7,64,6.921993878,244.1,Maize
130,156,103,37.4,89.2,6.770955317,66.8,Maize
162,181,97,24.7,87.2,6.983130466,235.4,Maize
159,55,87,17.7,66.9,6.267684328,208.1,Maize
196,147,146,27.6,43.8,7.454532137,140.4,Maize
90,102,47,17.1,65.8,7.040056094,109.4,Maize
119,41,107,33.8,66.7,7.418650668,189.9,Maize
136,116,98,36.6,42.2,6.501869314,153.6,Maize
95,125,12,29,64.6,6.814410928,56.8,Maize
144,2,65,24.8,55.3,7.581442888,283.6,Maize
123,160,43,29.5,44.9,7.741418772,63.1,Maize
124,166,189,36.6,67.9,6.573531614,155,Maize
133,137,152,37.2,66.7,7.543804223,195.6,Maize
19,142,81,28.8,44.4,6.5408208,240.6,Maize
85,38,18,37.8,68.1,7.22405917,293.5,Maize
184,89,83,18.8,76,7.551364319,207.8,Maize
6,77,143,36.1,86.4,6.928898659,265.1,Maize
161,18,118,39.2,71.4,7.747775263,278.2,Maize
68,173,109,30.8,52.2,6.706505915,137.6,Maize
144,180,99,33.1,88.6,6.668238556,162.7,Maize
51,50,183,18.6,44.3,7.332375138,255.9,Maize
73,85,101,21.9,40.7,7.596802025,294.4,Maize
71,30,187,16.7,78.8,7.70650895,293.7,Maize
35,185,110,35.1,81.9,7.366542647,185.1,Maize
52,111,127,16.4,63.3,6.919243702,110.5,Maize
112,181,4,15.5,53.3,7.187721818,160.5,Maize
179,27,175,16.6,72.6,7.075886472,157.1,Maize
52,79,171,18.3,65.5,6.74441168,279.8,Maize
130,186,1,17,81.4,6.726469088,63.3,Maize
163,124,173,16.4,55.1,6.628264883,292,Maize
188,171,61,24.4,53.3,7.127064207,92,Maize
197,2,8,38.4,57.5,7.538631462,255.1,Maize
103,150,169,35.3,89.3,7.162357641,215.8,Maize
70,40,186,34.1,64.5,6.859409487,179.6,Maize
15,47,197,29.9,87,7.397190844,283.1,Maize
10,145,7,18,65.3,6.880245789,162,Maize
7,48,126,30.6,47.4,6.581313137,130.8,Maize
113,97,159,33.9,57.3,7.296972161,194.7,Maize
128,102,15,33.3,41.9,6.97297656,290.7,Maize
80,169,165,25.7,44.9,7.241148507,60.3,Maize
161,53,112,36,58.8,6.92009048,229.4,Maize
166,31,99,30.3,71.6,7.504608385,220.2,Maize
154,63,159,37.3,83.4,7.152272256,225,Maize
144,37,72,33.6,74.9,7.137004749,253.7,Maize
151,155,20,16.7,48.8,6.808041722,277,Maize
66,82,152,34.7,89,7.393631868,119.1,Maize
141,8,162,30.9,61.8,7.69950698,138,Maize
33,24,171,39.7,59.7,6.602888249,269.8,Maize
123,155,141,35.3,65.9,6.734447425,213.2,Maize
152,19,25,37.1,61.5,6.521217963,212.4,Maize
107,70,56,16.7,73.1,7.707332484,59.9,Maize
139,114,72,18.8,55.7,6.596719015,107.5,Maize
14,56,84,15.8,55.5,7.403623355,171.8,Maize
23,144,75,33.3,68.7,7.517097,63.4,Maize
118,107,14,15.3,41.7,7.17620823,116.8,Maize
83,131,158,30.9,60.8,6.593961761,99.7,Maize
57,118,112,32.6,40.4,7.143942758,294.5,Maize
67,163,73,26.8,68.7,6.690655045,276.6,Maize
55,42,185,24.9,74.9,7.423530351,284.5,Maize
59,110,84,26,56.4,6.578714843,50.1,Maize
32,106,156,15.4,62.5,7.497469256,213.2,Maize
6,114,75,25.7,60.4,7.775306272,254.8,Maize
60,141,109,32.1,68.9,7.322555223,120.5,Maize
8,19,117,32.4,81.9,7.580527339,280.2,Maize
93,9,58,25,53.9,7.108450121,235.8,Maize
94,192,197,29.4,63,7.358974541,216.1,Maize
15,62,5,27.7,68.6,7.405176138,270.5,Maize
194,162,98,29.5,56,6.500144962,279.5,Maize
94,131,187,33,54.7,7.167435834,85.3,Maize
110,196,145,37.2,40.9,7.261791753,125.8,Maize
4,177,52,25.6,42.6,7.586642101,204,Maize
174,23,59,19.7,53.4,7.534811833,215.8,Maize
136,17,53,19.6,75.6,7.251000789,217.7,Maize
33,199,151,17.9,69.9,6.513620918,170.2,Maize
72,170,49,36.8,40.2,7.121254928,129.5,Maize
129,127,19,39.3,76.3,7.574561547,78.4,Maize
104,52,9,32.8,45.9,7.350869792,68.4,Maize
137,199,81,25.1,61.8,7.513151076,244,Maize
41,27,111,38.6,57.9,7.025607706,203.9,Maize
7,86,143,17.8,56.7,6.804253866,292.6,Maize
55,95,146,28.4,53.9,7.163043872,276.7,Maize
186,111,68,32.9,42.9,7.338929556,65.1,Maize
61,191,175,30.2,50.9,6.621323612,95.8,Maize
195,47,110,35,86.1,6.661870999,277.7,Maize
4,77,53,19.9,52.2,7.733149554,279.2,Maize
112,41,144,17.3,67.5,7.402891666,180,Maize
75,11,166,19.1,75.5,6.599147298,77.7,Maize
27,152,74,25.7,76.7,7.04174124,259.9,Maize
55,64,50,33.7,58,7.353876754,160.5,Maize
169,149,139,18.2,44.9,7.026795359,153,Maize
122,55,34,29.3,89.2,6.814301033,151.6,Maize
191,164,38,18.7,57.9,7.42160832,230.5,Maize
88,54,181,31.7,53.1,6.847382891,109.7,Maize
159,132,175,37.1,46.6,7.191522601,76.3,Maize
192,108,140,36,75.4,7.01285529,268.9,Maize
193,17,75,18.6,50.1,7.368318809,145.8,Maize
52,11,103,22.8,82.5,7.26154329,274.9,Maize
53,140,173,28.6,71.4,6.52669158,67.8,Maize
59,176,33,27.5,79.5,6.872594461,201.1,Maize
117,86,24,39.6,54.9,6.874142175,88.9,Maize
53,165,68,30.6,57.9,7.76061831,243.9,Maize
92,33,57,17.5,75.3,6.781841984,130.7,Maize
75,102,85,29.1,46.7,7.326980454,285,Maize
196,126,48,32.3,48.4,7.453975408,79.5,Maize
175,150,54,16,89.5,7.604110177,66.4,Maize
101,97,27,31.4,48.1,7.728832424,144.5,Maize
23,196,101,32.3,54.7,7.491217102,183.8,Maize
9,101,163,39.8,66.6,6.633864582,191.7,Maize
149,110,169,35.6,88.1,7.324863481,87.6,Maize
97,91,29,36.1,56.5,6.410441476,165.7,Maize
1,106,133,19.5,77.2,7.836719564,293.2,Maize
192,104,175,37.9,72,6.139215944,194,Maize
97,40,110,22.6,51.9,6.590571088,269.6,Maize
30,26,27,15.1,69.9,7.286049978,255.6,Maize
198,113,55,26.4,67.6,6.058306161,143.7,Maize
9,11,22,34.2,78.2,6.658605362,56.4,Maize
58,189,139,34.5,60.7,7.299360767,257.3,Maize
199,62,128,29.8,47.2,7.815210661,233.4,Maize
23,107,110,24.7,59.1,5.925391795,210.1,Maize
157,178,50,17.3,62.9,6.403683619,267.7,Maize
171,83,186,18.3,46.7,7.397546271,189.1,Maize
129,28,62,18.5,44.4,7.722335992,133,Maize
109,23,189,28.6,68.3,7.475926645,243,Maize
149,173,113,22.6,87.8,6.887130053,240.8,Maize
85,33,60,16,54.9,7.441976825,124.7,Maize
21,29,2,37.1,51.2,7.629910253,269.3,Maize
132,156,176,39.3,61.8,7.336117221,114.8,Maize
63,167,162,29.2,72.9,6.75020529,216.9,Maize
160,181,131,26.8,77.9,7.52178027,73.6,Maize
154,8,94,17.4,72.9,6.347379185,106.7,Maize
133,30,46,31.5,84.2,7.135251532,127.4,Maize
7,48,147,23.4,58.7,7.670178119,139.5,Maize
41,49,10,29.2,78,7.399749291,58.3,Maize
139,147,181,22.2,67.3,7.841496029,93.1,Maize
19,122,126,19.2,83.1,6.254216611,198,Maize
46,16,74,32,67.5,6.868881708,92.1,Maize
5,115,184,31.9,52.2,7.320514721,133.1,Maize
100,53,115,25.4,45.8,6.296976913,196.5,Maize
186,168,153,37.3,75.9,7.241151936,78.3,Maize
79,158,8,30.5,76.8,7.685959305,126.5,Maize
93,118,57,16.4,54.2,6.890760124,238.7,Maize
142,74,86,31.4,60.8,6.155915975,266.8,Maize
38,109,167,39.5,45.5,6.167855382,132.3,Maize
10,159,98,25.6,81.9,6.861640036,102.8,Maize
164,180,134,34.8,67.9,6.978361689,92.6,Maize
15,125,74,31.7,60.6,7.043160241,105.3,Maize
54,197,17,20.3,46.2,5.94239222,283.5,Maize
10,62,139,37.2,47.8,7.239455147,297,Maize
37,179,177,33.2,86.2,6.516317561,127,Maize
81,100,2,17.1,41.1,6.233269045,149.9,Maize
78,100,39,33.8,45.2,7.505283615,140,Maize
24,112,59,15,58.8,6.950300686,103.8,Maize
37,26,25,33.4,71.9,6.958054839,101.3,Maize
154,112,109,38.8,60.7,6.54803469,110,Maize
26,172,115,39.1,86.4,6.461618577,78.8,Maize
58,156,184,20.5,66.8,7.065264073,254.5,Maize
96,98,32,20.8,86.9,6.765091462,234.9,Maize
150,62,61,20.9,45.7,5.91645379,260.2,Maize
5,76,107,18.7,86.9,6.711341147,199.4,Maize
37,2,193,29.4,79.8,6.379881442,300,Maize
65,78,170,16.2,56.4,6.313284268,178.4,Maize
88,72,185,20.5,61,7.393210848,215.8,Maize
77,186,80,15.6,71.6,7.504930973,292.8,Maize
162,20,67,31.8,47.8,7.198076286,72.1,Maize
38,17,161,35.3,77.6,7.007037515,234.5,Maize
64,148,6,28.3,84.8,6.677262562,263.5,Maize
101,155,10,24.3,70.1,6.74398035,88.6,Maize
57,179,143,30.2,82.6,6.547361618,99.1,Maize
132,123,85,31.4,85.9,6.551577598,276.4,Maize
171,37,25,39.9,88,6.585020303,86.6,Maize
170,163,101,32.4,67,6.924042372,228.6,Maize
188,72,67,30.4,72.2,7.437373666,252.5,Maize
102,83,168,30.6,58.8,7.142611056,73.1,Maize
25,66,103,25.5,63.3,7.74672376,125.5,Maize
64,20,109,23.8,43.5,6.300479414,75,Maize
42,101,59,28.1,57.5,6.078724107,239.1,Maize
89,161,159,23.5,78.7,6.76660668,131.8,Maize
126,36,27,23.9,65.8,7.641024177,239.6,Maize
110,158,94,39.1,46.2,6.559681838,210.7,Maize
10,97,17,21.9,55.6,7.072923306,156.8,Maize
38,153,22,39.9,74,7.732194788,207.7,Maize
11,125,91,20.6,53.3,6.157782589,216.6,Maize
49,110,58,35.4,79.5,7.240988401,64,Maize
112,89,48,35.7,41.9,6.898905799,229.5,Maize
195,73,156,32.2,87.6,6.818681086,139.6,Maize
154,184,14,28.2,47.7,6.261937875,172.4,Maize
200,174,162,39.7,67.2,6.493036868,94.5,Maize
109,108,97,20.6,87.5,7.042474679,288.5,Maize
25,48,89,21.9,43.3,7.692013657,263.1,Maize
20,60,9,39.7,46.3,6.250994223,206.6,Maize
197,36,190,28.6,52.7,6.052184881,206,Maize
71,99,93,16.9,61,7.002216044,190.8,Maize
189,152,153,31.9,77.8,7.272427638,58.7,Maize
43,21,108,15,69.3,5.962001484,195,Maize
48,131,112,32.4,67.5,7.080506001,66.5,Maize
52,69,73,37.7,65.3,6.593798387,160.8,Maize
85,51,173,25.8,78.2,7.28805662,239.6,Maize
33,4,143,22.7,83.5,7.32710972,197.9,Maize
129,62,79,18.7,41.3,6.366355781,71.8,Maize
50,167,4,25.3,77.1,7.011121216,175.4,Maize
49,178,74,24.2,70.9,6.280725549,167.2,Maize
86,26,67,25.7,50.9,7.621494566,287.7,Maize
30,77,148,37,89.2,7.630424083,299.7,Maize
12,150,61,35.1,84.2,7.802212437,88,Maize
125,166,47,24.5,46.2,5.922935513,223.2,Soybean
47,103,61,19.6,77.3,5.937649578,192.6,Soybean
165,136,8,20.3,44,6.804781106,98.8,Soybean
97,180,57,24.4,40.2,6.424670614,194.4,Soybean
52,74,84,19.9,68.8,6.738016221,186.8,Soybean
112,7,66,28.5,58.6,6.497366677,154.6,Soybean
9,119,37,23.2,68.9,6.327673765,196.4,Soybean
195,182,162,39.1,42.1,6.36137446,150,Soybean
169,39,15,39.4,58.9,6.923509371,178.8,Soybean
112,69,25,25.3,69.5,6.630646083,118.4,Soybean
165,158,27,31.7,47.1,5.832525853,287.2,Soybean
169,183,74,23.6,61.9,6.738993954,269.6,Soybean
77,118,193,28.7,68.7,5.782435567,66.1,Soybean
124,66,38,23.8,76.6,6.537042717,103.9,Soybean
102,103,80,25.2,58.1,6.145104401,86.9,Soybean
130,78,81,20.3,81.2,6.890784045,213.8,Soybean
37,14,72,25.1,58.6,7.175344328,279.9,Soybean
101,101,28,27.7,83.9,5.938528744,135.6,Soybean
20,79,35,16.1,57.1,5.709380472,210.1,Soybean
106,81,28,37.5,82.8,6.184400085,238.5,Soybean
198,31,131,33.3,40.8,6.553509673,291.1,Soybean
137,81,184,22,63.7,5.885638185,88.6,Soybean
182,163,144,19,77.3,6.143874691,208.1,Soybean
28,23,23,34.5,72.6,6.101198974,225.9,Soybean
26,86,178,28.6,84.4,6.594037135,90.6,Soybean
70,126,184,25,55.7,6.859840821,193.4,Soybean
179,67,186,34.9,83.8,6.56893406,175.5,Soybean
60,179,181,21.1,49.1,6.769855664,284.5,Soybean
60,152,177,39.1,76.4,7.130837931,108.8,Soybean
182,148,114,34.5,43.2,5.740338002,69.3,Soybean
26,31,185,32.5,85.4,5.843005428,78.9,Soybean
152,170,195,16.4,58.4,6.648687274,50.8,Soybean
147,32,140,16.8,54.7,6.902751061,292.3,Soybean
152,198,139,31,46.5,6.608023872,259,Soybean
39,199,168,18.7,75.5,6.828522375,181.5,Soybean
196,118,82,22.9,82.7,6.910374919,204.8,Soybean
150,8,155,39.9,47.4,6.306605528,78.4,Soybean
179,97,31,31.7,88.8,7.009180374,158.4,Soybean
44,42,175,15.4,66,6.297907579,252.8,Soybean
190,49,69,34.4,84,6.728599215,250.3,Soybean
123,96,65,18.4,64,6.965156738,197.9,Soybean
48,178,144,35,54.9,5.578095745,159.8,Soybean
158,108,106,30.7,74.9,7.199504273,65.2,Soybean
32,84,68,19.7,51.9,5.841367187,237.2,Soybean
57,92,153,38.6,43.3,6.710143266,152.6,Soybean
20,196,82,29.6,57.9,5.972714857,123.1,Soybean
33,193,177,35.2,47.1,5.561851831,277.8,Soybean
187,60,125,16.5,84,6.107054808,78.2,Soybean
82,155,179,34.4,86.8,6.988035315,209.9,Soybean
33,120,26,22.7,51.9,7.13147457,260.9,Soybean
156,107,38,33.9,77.3,7.086947687,171.3,Soybean
41,154,66,19,47.1,6.749260456,57.7,Soybean
148,71,166,39.6,86,7.16300467,52.8,Soybean
16,0,30,29.5,59.7,7.013481515,117.7,Soybean
138,117,88,29.9,82.1,5.648243649,242,Soybean
79,118,97,24.3,82.1,6.610251186,202.1,Soybean
78,188,37,38.3,42.2,7.054313823,223.7,Soybean
130,148,160,27.4,75.9,6.026999326,175.8,Soybean
49,118,94,15.8,41.6,5.779427402,123.7,Soybean
165,29,46,33.2,41.1,6.535244251,139.1,Soybean
183,140,135,24.3,54,5.684995235,250.9,Soybean
50,74,32,30.4,65.1,6.12476108,274.7,Soybean
180,180,161,21.7,71.3,6.999014379,247.4,Soybean
117,17,148,24.2,85,6.277148771,133.1,Soybean
148,49,147,34.7,68,6.322396027,122.7,Soybean
2,114,91,17.9,86,5.956401828,296.3,Soybean
192,123,165,37.6,65.2,6.591302797,137.5,Soybean
106,74,91,37.4,52.5,7.104094929,231.3,Soybean
99,68,26,22.2,42.3,6.407872061,179.4,Soybean
187,91,187,37.7,87.4,6.658402594,136,Soybean
38,132,47,17.2,73.1,6.276038961,267.1,Soybean
167,113,27,22.9,46.5,6.825256236,273.4,Soybean
9,187,177,20.9,88.2,6.368560522,86.8,Soybean
1,167,22,35.6,81.8,7.005410734,220.3,Soybean
51,108,135,37.1,69.2,6.897368477,196.6,Soybean
27,185,27,35.7,40.8,6.152906502,100.3,Soybean
41,158,129,39.3,46.4,5.744361602,221.3,Soybean
30,106,34,38.3,85.5,7.051654924,294.5,Soybean
186,165,93,20.7,69.6,6.034612928,232.8,Soybean
47,20,38,32.8,57.9,6.924490731,224.5,Soybean
111,35,164,29.8,71.9,6.887005997,76.4,Soybean
163,87,91,22.7,62.1,6.8444019,113.3,Soybean
194,171,71,19.6,76.7,5.786058032,248.9,Soybean
72,143,9,21.3,79,5.627186257,176.6,Soybean
95,89,189,32.3,75.9,5.700088663,84.8,Soybean
58,82,23,19.9,40.6,5.567805185,241.8,Soybean
126,167,46,20,55.7,6.077886012,252.7,Soybean
15,7,137,35.4,45.6,6.397995609,285.8,Soybean
143,87,123,37.3,61.8,5.767372539,76.4,Soybean
94,129,186,38.3,46.4,7.079973241,105.6,Soybean
133,194,157,29.8,66.4,5.893332378,235.9,Soybean
142,178,126,39.8,48.5,7.058222596,206.9,Soybean
199,177,167,23.7,67.3,5.78270695,170.1,Soybean
66,135,64,37.7,53.4,6.269663963,99.4,Soybean
93,79,150,18.3,52.4,5.892913826,277.3,Soybean
157,24,95,25.9,70.7,7.116538883,194.4,Soybean
139,148,71,33.1,53.5,6.430163481,231.6,Soybean
185,162,195,26,43.9,7.159520979,85.7,Soybean
74,164,57,33.1,48.1,6.431265737,188.5,Soybean
23,182,84,30.1,81.7,6.082571701,292.6,Soybean
196,112,162,33.2,85.3,6.149934034,286.7,Soybean
23,51,56,27.3,49.2,5.849076099,208.1,Soybean
88,176,117,19.3,66.6,6.276800323,70.5,Soybean
14,32,196,31.7,53.9,5.926824754,109.4,Soybean
